央视频道,#genre#
河北卫视,http://122.234.47.134:98/bptv/10000100000000050000000003873460.m3u8
深圳卫视,http://122.234.47.134:98/bptv/10000100000000050000000003873474.m3u8
吉林卫视,http://122.234.47.134:98/bptv/10000100000000050000000004972569.m3u8
河南卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887270.m3u8
四川卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887274.m3u8
河北卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887382.m3u8
广西卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887394.m3u8
陕西卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887404.m3u8
山西卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887413.m3u8
内蒙古卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887427.m3u8
青海卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887430.m3u8
海南卫视,http://122.234.47.134:98/bptv/10000100000000050000000004796877.m3u8
宁夏卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887433.m3u8
西藏卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887434.m3u8
新疆卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887448.m3u8
甘肃卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887450.m3u8
三沙卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887452.m3u8
云南卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887453.m3u8
厦门卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887454.m3u8
兵团卫视,http://122.234.47.134:98/bptv/10000100000000050000000003887456.m3u8


北京卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003870776.m3u8
湖南卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873458.m3u8
江苏卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873461.m3u8
东方卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873462.m3u8
浙江卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873464.m3u8
湖北卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873465.m3u8
天津卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873466.m3u8
山东卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873467.m3u8
辽宁卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873468.m3u8
安徽卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873469.m3u8
黑龙江卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873470.m3u8
贵州卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873471.m3u8
东南卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873473.m3u8
重庆卫视,http://47.122.118.143:10101/bptv/10000100000000050000000004796458.m3u8
江西卫视,http://47.122.118.143:10101/bptv/10000100000000050000000004796511.m3u8
广东卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873459.m3u8
河北卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873460.m3u8
深圳卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003873474.m3u8
吉林卫视,http://47.122.118.143:10101/bptv/10000100000000050000000004972569.m3u8
河南卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887270.m3u8
四川卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887274.m3u8
河北卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887382.m3u8
广西卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887394.m3u8
陕西卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887404.m3u8
山西卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887413.m3u8
内蒙古卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887427.m3u8
青海卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887430.m3u8
海南卫视,http://47.122.118.143:10101/bptv/10000100000000050000000004796877.m3u8
宁夏卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887433.m3u8
西藏卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887434.m3u8
新疆卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887448.m3u8
甘肃卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887450.m3u8
三沙卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887452.m3u8
云南卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887453.m3u8
厦门卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887454.m3u8
兵团卫视,http://47.122.118.143:10101/bptv/10000100000000050000000003887456.m3u8

北京卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003870776.m3u8
湖南卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873458.m3u8
江苏卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873461.m3u8
东方卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873462.m3u8
浙江卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873464.m3u8
湖北卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873465.m3u8
天津卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873466.m3u8
山东卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873467.m3u8
辽宁卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873468.m3u8
安徽卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873469.m3u8
黑龙江卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873470.m3u8
贵州卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873471.m3u8
东南卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873473.m3u8
重庆卫视,http://219.143.140.111:9990/bptv/10000100000000050000000004796458.m3u8
江西卫视,http://219.143.140.111:9990/bptv/10000100000000050000000004796511.m3u8
广东卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873459.m3u8
河北卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873460.m3u8
深圳卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003873474.m3u8
吉林卫视,http://219.143.140.111:9990/bptv/10000100000000050000000004972569.m3u8
河南卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887270.m3u8
四川卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887274.m3u8
河北卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887382.m3u8
广西卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887394.m3u8
陕西卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887404.m3u8
山西卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887413.m3u8
内蒙古卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887427.m3u8
青海卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887430.m3u8
海南卫视,http://219.143.140.111:9990/bptv/10000100000000050000000004796877.m3u8
宁夏卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887433.m3u8
西藏卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887434.m3u8
新疆卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887448.m3u8
甘肃卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887450.m3u8
三沙卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887452.m3u8
云南卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887453.m3u8
厦门卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887454.m3u8
兵团卫视,http://219.143.140.111:9990/bptv/10000100000000050000000003887456.m3u8

北京卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003870776.m3u8
湖南卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873458.m3u8
江苏卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873461.m3u8
东方卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873462.m3u8
浙江卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873464.m3u8
湖北卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873465.m3u8
天津卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873466.m3u8
山东卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873467.m3u8
辽宁卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873468.m3u8
安徽卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873469.m3u8
黑龙江卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873470.m3u8
贵州卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873471.m3u8
东南卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873473.m3u8
重庆卫视,http://222.169.34.145:40000/bptv/10000100000000050000000004796458.m3u8
江西卫视,http://222.169.34.145:40000/bptv/10000100000000050000000004796511.m3u8
广东卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873459.m3u8
河北卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873460.m3u8
深圳卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003873474.m3u8
吉林卫视,http://222.169.34.145:40000/bptv/10000100000000050000000004972569.m3u8
河南卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887270.m3u8
四川卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887274.m3u8
河北卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887382.m3u8
广西卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887394.m3u8
陕西卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887404.m3u8
山西卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887413.m3u8
内蒙古卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887427.m3u8
青海卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887430.m3u8
海南卫视,http://222.169.34.145:40000/bptv/10000100000000050000000004796877.m3u8
宁夏卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887433.m3u8
西藏卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887434.m3u8
新疆卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887448.m3u8
甘肃卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887450.m3u8
三沙卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887452.m3u8
云南卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887453.m3u8
厦门卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887454.m3u8
兵团卫视,http://222.169.34.145:40000/bptv/10000100000000050000000003887456.m3u8

河北央卫,#genre#
河北卫视,http://ylt.7766.org:333/hls/22/index.m3u8
河北经济,http://ylt.7766.org:333/hls/23/index.m3u8
河北都市,http://ylt.7766.org:333/hls/24/index.m3u8
河北影视,http://ylt.7766.org:333/hls/25/index.m3u8
少儿科教,http://ylt.7766.org:333/hls/26/index.m3u8
河北公共,http://ylt.7766.org:333/hls/27/index.m3u8
河北农民,http://ylt.7766.org:333/hls/28/index.m3u8
晴彩河北,http://ylt.7766.org:333/hls/29/index.m3u8
邯郸新闻,http://ylt.7766.org:333/hls/30/index.m3u8
邯郸科教,http://ylt.7766.org:333/hls/31/index.m3u8
邯郸公共,http://ylt.7766.org:333/hls/32/index.m3u8

CCTV-1,http://ylt.7766.org:333/hls/1/index.m3u8
CCTV-2,http://ylt.7766.org:333/hls/2/index.m3u8
CCTV-3,http://ylt.7766.org:333/hls/3/index.m3u8
CCTV-4,http://ylt.7766.org:333/hls/4/index.m3u8
CCTV-5,http://ylt.7766.org:333/hls/5/index.m3u8
CCTV-5+,http://ylt.7766.org:333/hls/21/index.m3u8
CCTV-6,http://ylt.7766.org:333/hls/6/index.m3u8
CCTV-7,http://ylt.7766.org:333/hls/7/index.m3u8
CCTV-8,http://ylt.7766.org:333/hls/8/index.m3u8
CCTV-9,http://ylt.7766.org:333/hls/9/index.m3u8
CCTV-10,http://ylt.7766.org:333/hls/10/index.m3u8
CCTV-11,http://ylt.7766.org:333/hls/11/index.m3u8
CCTV-12,http://ylt.7766.org:333/hls/12/index.m3u8
CCTV-13,http://ylt.7766.org:333/hls/13/index.m3u8
CCTV-14,http://ylt.7766.org:333/hls/14/index.m3u8
CCTV-15,http://ylt.7766.org:333/hls/15/index.m3u8
CCTV-17,http://ylt.7766.org:333/hls/17/index.m3u8

湖南卫视,http://ylt.7766.org:333/hls/35/index.m3u8
浙江卫视,http://ylt.7766.org:333/hls/36/index.m3u8
江苏卫视,http://ylt.7766.org:333/hls/37/index.m3u8
北京卫视,http://ylt.7766.org:333/hls/38/index.m3u8
上海卫视,http://ylt.7766.org:333/hls/39/index.m3u8
天津卫视,http://ylt.7766.org:333/hls/40/index.m3u8
深圳卫视,http://ylt.7766.org:333/hls/41/index.m3u8
山东卫视,http://ylt.7766.org:333/hls/42/index.m3u8
广东卫视,http://ylt.7766.org:333/hls/43/index.m3u8
黑龙江卫视,http://ylt.7766.org:333/hls/44/index.m3u8
辽宁卫视,http://ylt.7766.org:333/hls/45/index.m3u8
安徽卫视,http://ylt.7766.org:333/hls/46/index.m3u8
湖北卫视,http://ylt.7766.org:333/hls/47/index.m3u8
四川卫视,http://ylt.7766.org:333/hls/48/index.m3u8
重庆卫视,http://ylt.7766.org:333/hls/49/index.m3u8
河南卫视,http://ylt.7766.org:333/hls/50/index.m3u8
贵州卫视,http://ylt.7766.org:333/hls/51/index.m3u8
江西卫视,http://ylt.7766.org:333/hls/52/index.m3u8
东南卫视,http://ylt.7766.org:333/hls/53/index.m3u8
吉林卫视,http://ylt.7766.org:333/hls/54/index.m3u8
云南卫视,http://ylt.7766.org:333/hls/55/index.m3u8
广西卫视,http://ylt.7766.org:333/hls/56/index.m3u8
陕西卫视,http://ylt.7766.org:333/hls/57/index.m3u8
山西卫视,http://ylt.7766.org:333/hls/58/index.m3u8
内蒙古卫视,http://ylt.7766.org:333/hls/59/index.m3u8
青海卫视,http://ylt.7766.org:333/hls/60/index.m3u8
卡酷,http://ylt.7766.org:333/hls/72/index.m3u8
金鹰卡通,http://ylt.7766.org:333/hls/73/index.m3u8
梨园高清,http://ylt.7766.org:333/hls/18/index.m3u8


央卫咪咕,#genre#
CCTV-01咪咕,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV-02咪咕,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV-03咪咕,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV-04咪咕,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV-05咪咕,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV-5+咪咕,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV-06咪咕,http://z.b.bkpcp.top/m.php?id=cctv6
CCTV-07咪咕,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV-08咪咕,http://z.b.bkpcp.top/m.php?id=cctv8
CCTV-09咪咕,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV-10咪咕,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV-11咪咕,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV-12咪咕,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV-13咪咕,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV-14咪咕,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV-15咪咕,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV-16咪咕,https://yunmei.tv/main/cctv-16.m3u8
CCTV-17咪咕,http://z.b.bkpcp.top/m.php?id=cctv17
cct4欧洲咪咕,http://z.b.bkpcp.top/m.php?id=cctv4o
cct4美洲咪咕,http://z.b.bkpcp.top/m.php?id=cctv4m
家庭影院咪咕,http://z.b.bkpcp.top/m.php?id=jtyy
东方影视咪咕,http://z.b.bkpcp.top/m.php?id=shys
陕西卫视咪咕,http://z.b.bkpcp.top/m.php?id=sxws
湖北卫视咪咕,http://z.b.bkpcp.top/m.php?id=hubws
江西卫视咪咕,http://z.b.bkpcp.top/m.php?id=jxws
江苏卫视咪咕,http://z.b.bkpcp.top/m.php?id=jsws
广东卫视咪咕,http://z.b.bkpcp.top/m.php?id=gdws
游戏风云咪咕,http://z.b.bkpcp.top/m.php?id=yxfy
七彩戏剧咪咕,http://z.b.bkpcp.top/m.php?id=qcxj
欢笑剧场咪咕,http://z.b.bkpcp.top/m.php?id=hxjc
劲爆体育咪咕,http://z.b.bkpcp.top/m.php?id=jbty
魅力足球咪咕,http://z.b.bkpcp.top/m.php?id=mlzq
CCTV-01咪咕,http://goo.bkpcp.top/mg/cctv1
CCTV-02咪咕,http://goo.bkpcp.top/mg/cctv2
CCTV-03咪咕,http://goo.bkpcp.top/mg/cctv3
CCTV-04咪咕,http://goo.bkpcp.top/mg/cctv4
CCTV-05咪咕,http://goo.bkpcp.top/mg/cctv5
CCTV-06咪咕,http://goo.bkpcp.top/mg/cctv6
CCTV-07咪咕,http://goo.bkpcp.top/mg/cctv7
CCTV-08咪咕,http://goo.bkpcp.top/mg/cctv8
CCTV-09咪咕,http://goo.bkpcp.top/mg/cctv9
CCTV-10咪咕,http://goo.bkpcp.top/mg/cctv10
CCTV-11咪咕,http://goo.bkpcp.top/mg/cctv11
CCTV-12咪咕,http://goo.bkpcp.top/mg/cctv12
CCTV-13咪咕,http://goo.bkpcp.top/mg/cctv13
CCTV-14咪咕,http://goo.bkpcp.top/mg/cctv14
CCTV-15咪咕,http://goo.bkpcp.top/mg/cctv15
CCTV-16咪咕,https://yunmei.tv/main/cctv-16.m3u8
CCTV-17咪咕,http://goo.bkpcp.top/mg/cctv17
cct4欧洲咪咕,http://goo.bkpcp.top/mg/cctv4o
cct4美洲咪咕,http://goo.bkpcp.top/mg/cctv4m
CGT西语咪咕,http://goo.bkpcp.top/mg/cgtne
CGT阿语咪咕,http://goo.bkpcp.top/mg/cgtna
CGT法语咪咕,http://goo.bkpcp.top/mg/cgtnf
家庭影院咪咕,http://goo.bkpcp.top/mg/chcjt
动作电影咪咕,http://goo.bkpcp.top/mg/chcdz
东方卫视咪咕,http://goo.bkpcp.top/mg/dfws
陕西卫视咪咕,http://goo.bkpcp.top/mg/sxws
湖北卫视咪咕,http://goo.bkpcp.top/mg/hubws
江西卫视咪咕,http://goo.bkpcp.top/mg/jxws
江苏卫视咪咕,http://goo.bkpcp.top/mg/jsws
海南卫视咪咕,http://goo.bkpcp.top/mg/hinws
四海钓鱼咪咕,http://goo.bkpcp.top/mg/shdy
山东教育咪咕,http://goo.bkpcp.top/mg/sdjy
游戏风云咪咕,http://goo.bkpcp.top/mg/yxfy
之江纪录咪咕,http://goo.bkpcp.top/mg/zjjl
杭州综合咪咕,http://goo.bkpcp.top/mg/hzzh
杭州明珠咪咕,http://goo.bkpcp.top/mg/hzmz
杭州生活咪咕,http://goo.bkpcp.top/mg/hzsh
杭州影视咪咕,http://goo.bkpcp.top/mg/hzys
杭州少体咪咕,http://goo.bkpcp.top/mg/hzse
嵊泗综合咪咕,http://goo.bkpcp.top/mg/ssxwzh
经典电影咪咕,http://goo.bkpcp.top/mg/jdxgdy
军事大片咪咕,http://goo.bkpcp.top/mg/jsdp
热剧联播咪咕,http://goo.bkpcp.top/mg/rjlb
新片映厅咪咕,http://goo.bkpcp.top/mg/xpfyt
Y+剧场台咪咕,http://goo.bkpcp.top/mg/yjjc

CCTV-01咪咕,http://tv.20191209.xyz:37377/migu/608807420.m3u8?migutoken=004b385f879c68b1898b3b528c53ce2cc69a05fc6ccef397d5ff725950f98cc37983a6c0565ab535a964de0b80663b3a394fd8a43c51d0547d2e232162525de45bdb07292d1fc1944aea97f0
CCTV-02咪咕,http://tv.20191209.xyz:37377/migu/631780532.m3u8?migutoken=862217ff2cffee0a741039e700509cb8f9a8b1920fe6cee55afb89ef1551eba3ecc744e93cf8e52cd8b4bf1a27c7a074745b640058072bfa4ad145917cdeb959261218d7b78174684a74ae78
CCTV-03咪咕,http://tv.20191209.xyz:37377/migu/624878271.m3u8?migutoken=6bf1444e1fd674ffdba5c57e719cecb87358abd9dfd0059ccfaceb24503ca14f393ec4b44fc2a4b2b5eded13d1f30a2052d85600414a1274345fcd95bd9848cf13bffeef1945f996928f0095
CCTV-04咪咕,http://tv.20191209.xyz:37377/migu/631780421.m3u8?migutoken=40b6a739d50c9611ac1bd3d6237cc8012f7bd8bd06945da894d03e393a3af480e950d8dc5e1a28cc2b74626afd48a747c2298114358e3f95be67743f3627ea5c2b12422eb6f434b52d57ce8c
CCTV-05咪咕,http://tv.20191209.xyz:37377/migu/641886683.m3u8?migutoken=81d12cec2983a402e950068a320720875c9b84d86ead50b7ee5cc3d407f55f3d85a8e298762710bc211027e047162ea27025e20dda4ac4921a6c1d8b950dbe297e15174889d5122c0e3462d0
CCTV-5+咪咕,http://tv.20191209.xyz:37377/migu/641886773.m3u8?migutoken=dfc218ce4c1ff00475c0aef03e0b883bf8a277b36671d5ca1eb7cc5f7ce7919d01ee050351170891d6e103aa7adea25827c13c901ccf6cdf4a8a370e7fd90c8b198dcb1e8814bbf2ed4fb0c8
CCTV-06咪咕,http://tv.20191209.xyz:37377/migu/624878396.m3u8?migutoken=14b6f481c50ac947cd74bf4b212c490bc99f4bebefd4ce18011c9eb269208a0ce9740af370135e855763df734bac8f57f36721ae54b6afc81829420e84f46c65a2de80938b057c6ec23459eb
CCTV-07咪咕,http://tv.20191209.xyz:37377/migu/673168121.m3u8?migutoken=76fbb50f9a12de455452a0b92fde921c6a9a596f2e4035246492270152653570a478746ff105876f101081cb38974e61faa26aebb018bef93a4d7b8a840fa3beb2b478fdb581d84460caa867
CCTV-08咪咕,http://tv.20191209.xyz:37377/migu/624878356.m3u8?migutoken=9d347588ab808559db972d3c94b0d970ec130153e4a6dde98c4466f1d3f85f58de23d16994f2f0ed903aa6727a7282cb17103e67b69c8e3f31d253bb78039a4df119e2cfeba6916d123a8003
CCTV-09咪咕,http://tv.20191209.xyz:37377/migu/673168140.m3u8?migutoken=f031388105c748c586faaad9c60beb6810562043675d6edc5e20d12b433d4ca6cb365c3f3ae060a000a9d0dfcfe0e27fef16bfe073d28cb40758aaa79ab380a9015815cfe9bfc4e6413e284a
CCTV-10咪咕,http://tv.20191209.xyz:37377/migu/624878405.m3u8?migutoken=06cf776d6a6cbe5cb707174dfad937c2164030bf7ce5f589493870891966f9cdaa5f56bad6e7874d683d5b1e3d9a6e59d0f7c78276d5ec47d979ae42b67833e261a2dda0118f3edcabd6a85b
CCTV-11咪咕,http://tv.20191209.xyz:37377/migu/667987558.m3u8?migutoken=d3962834d5d359e6f7f25a8880b73dac381a999ef87ba6b7f0f985bb5308a73061bbf5a9abdf873debb3b83b31eb7eff72f410c853c86f404b3f3ef269aeb631982e338f1400adcaf902fff7
CCTV-12咪咕,http://tv.20191209.xyz:37377/migu/673168185.m3u8?migutoken=3d92babc7a67aec41de5c1dc227d2bd8fd9aa5b6b3edb965f88dd9646adaa606101488515fe666e97721c2225a097e6a0f713f1e60f7427247164488ed52f9ec583d71d650f5382f878e71aa
CCTV-13咪咕,http://tv.20191209.xyz:37377/migu/608807423.m3u8?migutoken=948b8b51df7e776bcf238bb9088879a2b71a25a424b0d80d5e71375315cda109c5aab5c79693c4324d45ad012e70208234f659abbe606a595a03d29e06ce931ed56f129fbc95a505ab84f72c
CCTV-14咪咕,http://tv.20191209.xyz:37377/migu/624878440.m3u8?migutoken=d84c14c00275d7fa951be2b0a959b0c1af15c62e7f86732fa2306e3a92f447f5b841e0cc26645dc89e70e970812e2c07c2fe24ae5c02b854544ed8c99d6c6d668a402d58cf351e77b5311afd
CCTV-15咪咕,http://tv.20191209.xyz:37377/migu/673168223.m3u8?migutoken=91bfd27ec54e6b68df329e3a36e211ea78e34558edc20ae3d76e0cbf89e6012d4e33c760dd200a4a41b2587c50dee210ca66da4ff8be48c4a97a2c7ab22d824ea440cc9c06961aa846be65a0
CCTV-16咪咕,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV-17咪咕,http://tv.20191209.xyz:37377/migu/673168256.m3u8?migutoken=eb3fbda758006d66837b5b6ef1b7ab6847a99f05f6b3303861d81e6e1335349499a40c8479d9a801327519db10547f9870398da6796159db51812e236c1b6c07d2c0f7e5bc32101c9cc222dc
cct4欧洲咪咕,http://tv.20191209.xyz:37377/migu/608807419.m3u8?migutoken=f623911f12100eda47f646cc2a14f2c4563e5d65f3e99dd30284493de9b5ff8389ee51ba62d51bb0a92235ccb1109e54ab6b1b5fe401fe4f60d18b1ccc51f92aa29b70fba7a400ff9058fdf8
cct4美洲咪咕,http://tv.20191209.xyz:37377/migu/608807416.m3u8?migutoken=3e58d508ab4bf069dc535fdfc6330dfccfc52c3bb391b5b5602cff12f0acbb883fa9280c7422a00e84eba6fd1e2ddb27dc888d6e63e914595ce9fb917d9462307140d2558dac1fb322c2a85b
东方卫视咪咕,http://tv.20191209.xyz:37377/migu/651632648.m3u8?migutoken=a9a2b71c87ef01a1f546b80d3776d4e2ab5a03525b06b379f6d3ebca3a7a40f732115ab805783c8a8a73e5580900755cdfb3b6d3c2b9308a46141d56b6b629038613c381a9027a60e527e1c8
江苏卫视咪咕,http://tv.20191209.xyz:37377/migu/623899368.m3u8?migutoken=0c1255f44cf0460d401afd9fdc722c6398b97c5880dc9c45f00ae3faa4d208ecd6942cc08a2f3f09bac00b520297cc93d1b83c17d52ade00620508eae303d397c58e8b1deb59c8ac4158cd7d
河南卫视咪咕,http://tv.20191209.xyz:37377/migu/790187291.m3u8?migutoken=086ba6ec3f6268d44a6979043b9df04cccad70c2a183e6b46cc15be2d0bd40d33e0be32880248cf8d79ddcf04a82560af19d8d9cc76b700a59be26618056a02a5f822c76fe3ed7f3e0b81c94
湾区卫视咪咕,http://tv.20191209.xyz:37377/migu/608917627.m3u8?migutoken=9834d810bca2c8694ae0e82057357a221a863429f08360a858b31c312185e541b0c4e94c3f4e5c15838761b6e369b796ec139c7f8c819c0861e03d26cd07a26a6738deb1cade7ee3fa7648dd


其他频道,#genre#
睛彩竞技,http://8.134.12.37:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
睛彩竞技,http://8.134.12.37:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
睛彩篮球,http://8.134.12.37:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
睛彩篮球,http://8.134.12.37:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
睛彩青少,http://8.134.12.37:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
睛彩广场舞,http://8.134.12.37:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive


睛彩竞技,http://261106.xyz:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
睛彩竞技,http://261106.xyz:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
睛彩篮球,http://261106.xyz:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
睛彩篮球,http://261106.xyz:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive
睛彩青少,http://261106.xyz:35455/itv/3000000020000011525.m3u8?cdn=FifastbLive
睛彩广场舞,http://261106.xyz:35455/itv/3000000020000011524.m3u8?cdn=FifastbLive

赛事睛彩竞技,http://2000.run:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://2000.run:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://2000.run:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://2000.run:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive、
赛事睛彩竞技,http://nhljz.net:35455/itv/3000000020000011528.m3u8?cdn=FifastbLive
赛事睛彩竞技,http://nhljz.net:35455/itv/3000000020000011530.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://nhljz.net:35455/itv/3000000020000011529.m3u8?cdn=FifastbLive
赛事睛彩篮球,http://nhljz.net:35455/itv/3000000020000011531.m3u8?cdn=FifastbLive



