山西电信频道,#genre#
CCTV2,http://kent.dzzkent.top:4022/udp/234.1.3.173:5000
CCTV3,http://kent.dzzkent.top:4022/udp/234.1.2.204:5001
CCTV4,http://kent.dzzkent.top:4022/udp/234.1.3.161:5000
CCTV5,http://kent.dzzkent.top:4022/udp/234.1.2.205:5001
CCTV6,http://kent.dzzkent.top:4022/udp/234.1.2.206:5001
CCTV7,http://kent.dzzkent.top:4022/udp/234.1.3.174:5000
CCTV8,http://kent.dzzkent.top:4022/udp/234.1.2.207:5001
CCTV9,http://kent.dzzkent.top:4022/udp/234.1.3.175:5000
CCTV10,http://kent.dzzkent.top:4022/udp/234.1.3.176:5000
CCTV11,http://kent.dzzkent.top:4022/udp/234.1.3.237:5000
CCTV12,http://kent.dzzkent.top:4022/udp/234.1.3.177:5000
CCTV13,http://kent.dzzkent.top:4022/udp/234.1.3.71:5000
CCTV14,http://kent.dzzkent.top:4022/udp/234.1.3.178:5000
CCTV15,http://kent.dzzkent.top:4022/udp/234.1.3.236:5000
CCTV16,http://kent.dzzkent.top:4022/udp/234.1.3.197:5000
CCTV17,http://kent.dzzkent.top:4022/udp/234.1.3.234:5000
CCTV4K,http://kent.dzzkent.top:4022/udp/234.1.3.238:5000
CCTV4欧洲,http://kent.dzzkent.top:4022/udp/234.1.2.159:5000
CCTV4美洲,http://kent.dzzkent.top:4022/udp/234.1.2.158:5000
CCTV5+,http://kent.dzzkent.top:4022/udp/234.1.3.172:5000
北京卫视,http://kent.dzzkent.top:4022/udp/234.1.3.164:5000
天津卫视,http://kent.dzzkent.top:4022/udp/234.1.3.168:5000
黑龙江卫视,http://kent.dzzkent.top:4022/udp/234.1.3.152:5000
吉林卫视,http://kent.dzzkent.top:4022/udp/234.1.3.196:5000
辽宁卫视,http://kent.dzzkent.top:4022/udp/234.1.3.165:5000
河北卫视,http://kent.dzzkent.top:4022/udp/234.1.3.146:5000
河南卫视,http://kent.dzzkent.top:4022/udp/234.1.3.83:5000
山东卫视,http://kent.dzzkent.top:4022/udp/234.1.3.162:5000
山西卫视,http://kent.dzzkent.top:4022/udp/234.1.3.36:5000
湖北卫视,http://kent.dzzkent.top:4022/udp/234.1.3.163:5000
湖南卫视,http://kent.dzzkent.top:4022/udp/234.1.3.151:5000
安徽卫视,http://kent.dzzkent.top:4022/udp/234.1.3.169:5000
江苏卫视,http://kent.dzzkent.top:4022/udp/234.1.3.153:5000
江西卫视,http://kent.dzzkent.top:4022/udp/234.1.3.214:5000
浙江卫视,http://kent.dzzkent.top:4022/udp/234.1.3.154:5000
东方卫视,http://kent.dzzkent.top:4022/udp/234.1.3.155:5000
东南卫视,http://kent.dzzkent.top:4022/udp/234.1.3.160:5000
厦门卫视,http://kent.dzzkent.top:4022/udp/234.1.3.59:5000
海南卫视,http://kent.dzzkent.top:4022/udp/234.1.3.141:5000
三沙卫视,http://kent.dzzkent.top:4022/udp/234.1.3.72:5000
深圳卫视,http://kent.dzzkent.top:4022/udp/234.1.3.158:5000
广东卫视,http://kent.dzzkent.top:4022/udp/234.1.3.159:5000
广西卫视,http://kent.dzzkent.top:4022/udp/234.1.3.52:5000
云南卫视,http://kent.dzzkent.top:4022/udp/234.1.3.23:5000
贵州卫视,http://kent.dzzkent.top:4022/udp/234.1.3.167:5000
重庆卫视,http://kent.dzzkent.top:4022/udp/234.1.3.166:5000
四川卫视,http://kent.dzzkent.top:4022/udp/234.1.3.156:5000
陕西卫视,http://kent.dzzkent.top:4022/udp/234.1.3.31:5000
宁夏卫视,http://kent.dzzkent.top:4022/udp/234.1.3.27:5000
甘肃卫视,http://kent.dzzkent.top:4022/udp/234.1.3.195:5000
青海卫视,http://kent.dzzkent.top:4022/udp/234.1.3.38:5000
西藏卫视,http://kent.dzzkent.top:4022/udp/234.1.3.35:5000
新疆卫视,http://kent.dzzkent.top:4022/udp/234.1.3.34:5000
兵团卫视,http://kent.dzzkent.top:4022/udp/234.1.3.60:5000
内蒙古卫视,http://kent.dzzkent.top:4022/udp/234.1.1.9:5000
影视频道,#genre#
CHC影迷电影,http://223.82.161.157:899/hls/51/index.m3u8 
CHC家庭影院,http://223.82.161.157:899/hls/53/index.m3u8 
CHC动作电影,http://223.82.161.157:899/hls/54/index.m3u8


哈哈炫动,http://8.138.7.223/tv/hot.php?id=61
优漫卡通,http://8.138.7.223/tv/hot.php?id=62
金鹰卡通,http://8.138.7.223/tv/hot.php?id=63
嘉佳卡通,http://8.138.7.223/tv/hot.php?id=64
CHC影迷电影,http://8.138.7.223/tv/hot.php?id=65
CHC动作电影,http://8.138.7.223/tv/hot.php?id=66
CHC家庭影院,http://8.138.7.223/tv/hot.php?id=67


影视未分组,#genre#
CHC家庭影院,http://60.16.18.243:4949/hls/29/index.m3u8#http://sport.pendy.dpdns.org/migu/644368373?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA

CHC电影,http://60.16.18.243:4949/hls/28/index.m3u8#http://sport.pendy.dpdns.org/migu/952383261?token=BCDxUPC2aE0y0iz8JYzYhWA21b8DBPXm4Tw9nHe0T-ftD1MRmsBCXZPPiHXeDz7cNybVmmXGazeeaHKpxyYgEA
CHC动作电影,http://ndnas.top:3300/udp/225.1.4.208:1261
CHC动作电影2,http://115.58.218.142:4000/rtp/225.1.4.208:1261
CHC动作电影3,http://ychz.myds.me:35455/mgtv/644368714.m3u8
重温经典,http://push-rtmp-hs-spe-f5.douyincdn.com/live/awei_cwjd.flv#http://ali.hlspull.yximgs.com/live/awei_cwjd.flv

1905电影网a,http://120.76.248.139/live/lunbo/ssdy.m3u8&id=1905a
1905电影网b,http://150.138.77.132:10037/1905电影网.php?id=1905b
1905国内电影,http://xxwx.yoesun.com/1905dy.php?id=1905a
电影大片,http://newstreamcdnct.inter.ptqy.gitv.tv:80/tslive/c57_fast_738_720P_t10/c57_fast_738_720P_t10.m3u8?d
影视台视,#genre#
北京4K,http://kent.dzzkent.top:4022/udp/234.1.3.74:5000
北京纪实科教,http://kent.dzzkent.top:4022/udp/234.1.3.170:5000
北京卡酷少儿,http://kent.dzzkent.top:4022/udp/234.1.3.55:5000
湖南金鹰纪实,http://kent.dzzkent.top:4022/udp/234.1.3.180:5000
湖南金鹰卡通,http://kent.dzzkent.top:4022/udp/234.1.3.73:5000
湖南先锋乒羽,http://kent.dzzkent.top:4022/udp/234.1.3.10:5000
广东嘉佳卡通,http://kent.dzzkent.top:4022/udp/234.1.3.58:5000
江苏优漫卡通,http://kent.dzzkent.top:4022/udp/234.1.3.62:5000
辽宁新动漫,http://kent.dzzkent.top:4022/udp/234.1.3.70:5000
山东教育,http://kent.dzzkent.top:4022/udp/234.1.3.69:5000
CETV1,http://kent.dzzkent.top:4022/udp/234.1.3.249:5000
CETV2,http://kent.dzzkent.top:4022/udp/234.1.3.207:5000
CETV4,http://kent.dzzkent.top:4022/udp/234.1.3.190:5000
CHC家庭影院,http://kent.dzzkent.top:4022/udp/234.1.3.6:5000
CHC动作电影,http://kent.dzzkent.top:4022/udp/234.1.3.7:5000
CHC影迷电影,http://kent.dzzkent.top:4022/udp/234.1.3.9:5000
IPTV电影,http://kent.dzzkent.top:4022/udp/234.1.3.129:5000
IPTV电视剧,http://kent.dzzkent.top:4022/udp/234.1.3.130:5000
IPTV综艺,http://kent.dzzkent.top:4022/udp/234.1.3.127:5000
IPTV体育,http://kent.dzzkent.top:4022/udp/234.1.3.203:5000

